Frame not received: Unknown Frame: size=16088, net_delay=None, decode_delay=None, encode_delay=14, total_delay=None, md5=dd2077a685f20124e781b2e1dc74c755
Unknown Frame: size=16479, net_delay=99, decode_delay=2, encode_delay=9, total_delay=110, md5=b40737c2e29bd162bc2e4c198b57a6dd
Unknown Frame: size=25129, net_delay=96, decode_delay=3, encode_delay=10, total_delay=109, md5=0e6be4fc8b61c8c28e43239fdd357aa7
Unknown Frame: size=14393, net_delay=96, decode_delay=3, encode_delay=10, total_delay=109, md5=f9bd39e820f36fd770873d367931e78d
Unknown Frame: size=22477, net_delay=96, decode_delay=2, encode_delay=10, total_delay=108, md5=a4948e12551fb3c11275b3e293612b89
Unknown Frame: size=20469, net_delay=92, decode_delay=3, encode_delay=14, total_delay=109, md5=6da63c33c8391e6b67507c9c70e3a1a6
Unknown Frame: size=16625, net_delay=96, decode_delay=2, encode_delay=9, total_delay=107, md5=89c31357d023a997f06445ba179f9c19
Unknown Frame: size=17321, net_delay=97, decode_delay=2, encode_delay=8, total_delay=107, md5=d245fffba3886e0b7855b411998074e0
Unknown Frame: size=17085, net_delay=95, decode_delay=3, encode_delay=9, total_delay=107, md5=927d36bd7f55d175c28bc3ca3f4d6dbb
Unknown Frame: size=17130, net_delay=95, decode_delay=3, encode_delay=9, total_delay=107, md5=2b5ff2c1a2580c32ad0e3569e58d099b
Unknown Frame: size=22366, net_delay=94, decode_delay=3, encode_delay=10, total_delay=107, md5=66fc1f327dfbb82c32d523054c7ec2f9
Unknown Frame: size=15917, net_delay=94, decode_delay=2, encode_delay=9, total_delay=105, md5=4f1ef2e3eabf336abec7333e58f710c5
Unknown Frame: size=25060, net_delay=93, decode_delay=3, encode_delay=11, total_delay=107, md5=97086946b5d753795608bb6e334cdaec
Unknown Frame: size=31320, net_delay=92, decode_delay=3, encode_delay=12, total_delay=107, md5=3da965af0d7f6d7cb8859405e79f70a9
Unknown Frame: size=26482, net_delay=92, decode_delay=3, encode_delay=11, total_delay=106, md5=a5c8848a3af80c35b0f936b6ea61525f
Unknown Frame: size=22713, net_delay=94, decode_delay=2, encode_delay=10, total_delay=106, md5=5fa50c7afe69c92ca2ad6f3188275b87
Unknown Frame: size=24869, net_delay=92, decode_delay=3, encode_delay=11, total_delay=106, md5=d6b6425308dfe81efc00685e4cff3106
Unknown Frame: size=23552, net_delay=92, decode_delay=3, encode_delay=11, total_delay=106, md5=707d41c32ba83452ea127b65f412ef26
Unknown Frame: size=24418, net_delay=93, decode_delay=3, encode_delay=10, total_delay=106, md5=5091457c6cf00715c9544230db5e3de2
Unknown Frame: size=22617, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=7b1dce505becac8ba21f44bb766b2559
Unknown Frame: size=23477, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=ffa443f3c1fbc6093b8fee4ef37d0da4
Unknown Frame: size=20366, net_delay=92, decode_delay=3, encode_delay=10, total_delay=105, md5=60c5931136bd10d47c20654b0ad32276
Unknown Frame: size=17965, net_delay=93, decode_delay=2, encode_delay=10, total_delay=105, md5=df4ab039141cf44266da875162bfc4a8
Unknown Frame: size=26391, net_delay=91, decode_delay=3, encode_delay=11, total_delay=105, md5=baa5d157aad71caf5210b91ac3a24d74
Unknown Frame: size=13818, net_delay=92, decode_delay=2, encode_delay=9, total_delay=103, md5=4b478f3c41c2dcbd149b47f911ba63a9
Unknown Frame: size=25885, net_delay=92, decode_delay=3, encode_delay=9, total_delay=104, md5=f4b782330613b281fc0c7997b4af4548
Unknown Frame: size=28550, net_delay=91, decode_delay=3, encode_delay=11, total_delay=105, md5=f901eeccb2a99f8ec1b0b42fc23d1038
Unknown Frame: size=27264, net_delay=89, decode_delay=3, encode_delay=11, total_delay=103, md5=1fc1107a3888d43cb272965e198327bb
Unknown Frame: size=29019, net_delay=89, decode_delay=3, encode_delay=12, total_delay=104, md5=f1a83b97812add8dda561b58e06407ca
Unknown Frame: size=26897, net_delay=90, decode_delay=4, encode_delay=11, total_delay=105, md5=b484b65aad53f7033fec726c9f4afaf6
Unknown Frame: size=22587, net_delay=90, decode_delay=3, encode_delay=10, total_delay=103, md5=dc269175d4318c34da3bbb35966b852c
Unknown Frame: size=21670, net_delay=91, decode_delay=2, encode_delay=11, total_delay=104, md5=8b6bbc1f4a13dcfbdd1bf1d9aaa28c2e
Unknown Frame: size=24094, net_delay=91, decode_delay=3, encode_delay=11, total_delay=105, md5=dc3c00db20a5f32ec3b9e26c7d402729
Unknown Frame: size=26733, net_delay=108, decode_delay=3, encode_delay=11, total_delay=122, md5=482cc8dd281a4a772980cbc341df5d98
Unknown Frame: size=36237, net_delay=151, decode_delay=4, encode_delay=12, total_delay=167, md5=1f194e5867b81175b7995a16d464f92a
Unknown Frame: size=32251, net_delay=190, decode_delay=6, encode_delay=12, total_delay=208, md5=a12b78baf1c5346c8fae9af0a235b50e
Unknown Frame: size=24074, net_delay=211, decode_delay=3, encode_delay=11, total_delay=225, md5=8a99cbe10c864e3352b54181e8a06735
Unknown Frame: size=26350, net_delay=237, decode_delay=3, encode_delay=11, total_delay=251, md5=406edbdec3fe13ffd20198a7250b5d8e
Unknown Frame: size=28017, net_delay=266, decode_delay=3, encode_delay=10, total_delay=279, md5=f66dbb3712905dfa4b5f5746712c1f37
Unknown Frame: size=23660, net_delay=282, decode_delay=3, encode_delay=10, total_delay=295, md5=e77d4e2e3e08c0f331852ad3371bd5f9
Unknown Frame: size=30463, net_delay=317, decode_delay=4, encode_delay=10, total_delay=331, md5=4663604c7016f0dd6b85740bf33b0282
Unknown Frame: size=22439, net_delay=334, decode_delay=2, encode_delay=11, total_delay=347, md5=49e3704c04b65508db7ddc461585be16
Unknown Frame: size=25335, net_delay=358, decode_delay=2, encode_delay=10, total_delay=370, md5=ac9b43288fe98319b42eb0054239f998
Unknown Frame: size=21088, net_delay=367, decode_delay=3, encode_delay=9, total_delay=379, md5=fff44a9bf79e7ff4aee88dda05d5f3e7
Unknown Frame: size=30214, net_delay=400, decode_delay=3, encode_delay=11, total_delay=414, md5=757b8b1b6418963ccaa7ff12b8260d1a
Unknown Frame: size=12422, net_delay=397, decode_delay=2, encode_delay=8, total_delay=407, md5=03bc6bb47a266b5fc3a16fb44f1d48e0
Unknown Frame: size=13384, net_delay=391, decode_delay=2, encode_delay=9, total_delay=402, md5=8d261436791ec4ec07aed1f9e5b81ff6
Unknown Frame: size=18388, net_delay=396, decode_delay=3, encode_delay=10, total_delay=409, md5=5e286a6d2478eb09e2710853852c6bb7
Unknown Frame: size=20688, net_delay=410, decode_delay=3, encode_delay=9, total_delay=422, md5=1777de0090dbafc181c826520413168b
Unknown Frame: size=19792, net_delay=386, decode_delay=2, encode_delay=9, total_delay=397, md5=89e94c9202cf4c93f656e1f82772fb8f
Unknown Frame: size=17470, net_delay=388, decode_delay=2, encode_delay=10, total_delay=400, md5=6b82e6773f7826b50207d2b1c49cdce4
Unknown Frame: size=20503, net_delay=398, decode_delay=3, encode_delay=10, total_delay=411, md5=96de596ad6c7ab8320d9ee5b26e4195f
Unknown Frame: size=23087, net_delay=382, decode_delay=3, encode_delay=11, total_delay=396, md5=7fe0befb8f789f193a1faf24f8faecd2
Unknown Frame: size=26906, net_delay=372, decode_delay=4, encode_delay=11, total_delay=387, md5=2404d24f584a9284c1dabb380d403a98
Unknown Frame: size=16079, net_delay=374, decode_delay=3, encode_delay=10, total_delay=387, md5=ebd4f248383f8bf01abe06a8d660d9c2
Unknown Frame: size=16817, net_delay=378, decode_delay=2, encode_delay=9, total_delay=389, md5=0712a2195d202e4629f729e977adf18b
Unknown Frame: size=30234, net_delay=373, decode_delay=4, encode_delay=12, total_delay=389, md5=99e5df36d4691a52d5975a72b28c3c54
Unknown Frame: size=42681, net_delay=396, decode_delay=4, encode_delay=14, total_delay=414, md5=f0dfcbc752dc98379c04aaf7e838183c
Unknown Frame: size=37782, net_delay=344, decode_delay=4, encode_delay=14, total_delay=362, md5=b555d487d239897bc1f1ff18a0fd0fcb
Unknown Frame: size=31939, net_delay=348, decode_delay=3, encode_delay=14, total_delay=365, md5=d3524b4d9c18eb6ca64f6436366b32e8
Unknown Frame: size=21526, net_delay=259, decode_delay=3, encode_delay=12, total_delay=274, md5=76269e67da2964329896fa1ef27aea03
Unknown Frame: size=14452, net_delay=223, decode_delay=2, encode_delay=13, total_delay=238, md5=a53333a69373c2bc2b9ef35013e08f3f
Unknown Frame: size=7498, net_delay=223, decode_delay=2, encode_delay=10, total_delay=235, md5=edf8e684ec29dab7a86729c3a6c91703
Unknown Frame: size=6484, net_delay=219, decode_delay=2, encode_delay=9, total_delay=230, md5=8cf08a8542c6739f7bbe4db18151ac30
Unknown Frame: size=5157, net_delay=218, decode_delay=1, encode_delay=9, total_delay=228, md5=59210038ffd060b3d4ff79d1868601fa
Unknown Frame: size=3974, net_delay=213, decode_delay=1, encode_delay=8, total_delay=222, md5=92c7a9636e80585a1eaacd44c09ebdc1
Unknown Frame: size=4525, net_delay=214, decode_delay=2, encode_delay=9, total_delay=225, md5=efaf2d85802f713df82231e944f28aa8
Unknown Frame: size=5670, net_delay=209, decode_delay=2, encode_delay=9, total_delay=220, md5=6e50f439f55c0dc91cef8fcea5ca9678
Unknown Frame: size=5139, net_delay=208, decode_delay=2, encode_delay=9, total_delay=219, md5=bb621550dcc9b18aef0e837a3bed199b
Unknown Frame: size=3582, net_delay=209, decode_delay=2, encode_delay=8, total_delay=219, md5=bac0e8095164680acef92736c2e7c3a3
Unknown Frame: size=6634, net_delay=205, decode_delay=2, encode_delay=8, total_delay=215, md5=227fc145afe25c2815ba792f1f5d057d
Unknown Frame: size=4274, net_delay=204, decode_delay=2, encode_delay=8, total_delay=214, md5=b06d89d3eb2e8c2ca29fe27a1e87a96d
Unknown Frame: size=4992, net_delay=203, decode_delay=1, encode_delay=8, total_delay=212, md5=fdcf305f6a73e1f1177a74f42b315d3a
Unknown Frame: size=4937, net_delay=201, decode_delay=1, encode_delay=9, total_delay=211, md5=6ccbeb234875bc6577c5ea37fbd35e96
Unknown Frame: size=7229, net_delay=202, decode_delay=2, encode_delay=9, total_delay=213, md5=b80bc57f4a9daaef0043cfcac3d4f270
Unknown Frame: size=5237, net_delay=201, decode_delay=2, encode_delay=8, total_delay=211, md5=104ae6c578707e9ff93fa885a9b7544b
Unknown Frame: size=7746, net_delay=199, decode_delay=2, encode_delay=9, total_delay=210, md5=aebe29be7d73996f42ace0f1ec59f771
Unknown Frame: size=8472, net_delay=198, decode_delay=2, encode_delay=9, total_delay=209, md5=0f5d1b046dcddb863728b81545e4d541
Unknown Frame: size=9991, net_delay=194, decode_delay=2, encode_delay=9, total_delay=205, md5=adcbe8bc68e76277abd53d47d2eaaa2b
Unknown Frame: size=11250, net_delay=196, decode_delay=2, encode_delay=9, total_delay=207, md5=b1845c3b0b25dbe1e25070b10943567a
Unknown Frame: size=11622, net_delay=193, decode_delay=2, encode_delay=10, total_delay=205, md5=fbe041f975fe1702ee7fc9c5f8949327
Unknown Frame: size=12950, net_delay=190, decode_delay=3, encode_delay=10, total_delay=203, md5=8d3d8047351d3cba2b6d1b66de85cb66
Unknown Frame: size=6599, net_delay=192, decode_delay=2, encode_delay=8, total_delay=202, md5=98f5b566d1001fd4c7f705461a69d381
Unknown Frame: size=10338, net_delay=191, decode_delay=2, encode_delay=9, total_delay=202, md5=b4978ebe77cfa949602347e8d114f866
Unknown Frame: size=13672, net_delay=189, decode_delay=2, encode_delay=9, total_delay=200, md5=ab952c35bc88cb0ea3e703a2cea7d249
Unknown Frame: size=7337, net_delay=189, decode_delay=2, encode_delay=8, total_delay=199, md5=3192892a06962db8324f6450e80dce72
Unknown Frame: size=11634, net_delay=189, decode_delay=2, encode_delay=8, total_delay=199, md5=923819a6cc5e7f2b727f77c0a43c7022
Unknown Frame: size=9159, net_delay=189, decode_delay=2, encode_delay=7, total_delay=198, md5=a4741b93b67c214fdadfcf82ce6ea9de
Unknown Frame: size=10270, net_delay=185, decode_delay=2, encode_delay=9, total_delay=196, md5=f04df7b5a3f1e4e522de822be15f7be8
Unknown Frame: size=10612, net_delay=185, decode_delay=2, encode_delay=9, total_delay=196, md5=68ea19981555c883fab210c45620c530
Unknown Frame: size=9937, net_delay=184, decode_delay=2, encode_delay=8, total_delay=194, md5=eabc830c429606ab424e50f5d57d1278
Unknown Frame: size=11835, net_delay=183, decode_delay=2, encode_delay=9, total_delay=194, md5=aa8a3718da84bd87fb813df5ae58a63c
Unknown Frame: size=10912, net_delay=182, decode_delay=3, encode_delay=9, total_delay=194, md5=ab99b84d6d97919795804e94a3be7714
Unknown Frame: size=13915, net_delay=180, decode_delay=2, encode_delay=10, total_delay=192, md5=6ddb177c76edd2c3510b065db252dab1
Unknown Frame: size=17708, net_delay=176, decode_delay=3, encode_delay=12, total_delay=191, md5=d566aa8b0275d3ac6f39936f27bd22bc
Unknown Frame: size=15191, net_delay=176, decode_delay=3, encode_delay=11, total_delay=190, md5=f603baadd6b50cbf050646f69ad7658a
Unknown Frame: size=11726, net_delay=178, decode_delay=2, encode_delay=10, total_delay=190, md5=0248313de635dbb4bfe56742349f0b04
Unknown Frame: size=12909, net_delay=175, decode_delay=2, encode_delay=11, total_delay=188, md5=f5a50177101ece59d08bff3dab9b37fd
Unknown Frame: size=12802, net_delay=174, decode_delay=2, encode_delay=11, total_delay=187, md5=6c464f78aba2e7686a899272a0c17b30
Unknown Frame: size=11416, net_delay=173, decode_delay=2, encode_delay=10, total_delay=185, md5=3b5454c4f7e9119133d94381a418d0a8
Unknown Frame: size=11938, net_delay=172, decode_delay=2, encode_delay=10, total_delay=184, md5=1428b685c9701d48e9506c1632b98e99
Unknown Frame: size=10120, net_delay=170, decode_delay=2, encode_delay=11, total_delay=183, md5=547a26b6ca465788a127092f3ecac74e
Unknown Frame: size=5666, net_delay=172, decode_delay=1, encode_delay=9, total_delay=182, md5=83e6abb5aff0fe89791c446758dd4280
Unknown Frame: size=6836, net_delay=171, decode_delay=2, encode_delay=9, total_delay=182, md5=7737c1e8816f9246eda28d96e2ce3cbe
Unknown Frame: size=6230, net_delay=171, decode_delay=2, encode_delay=9, total_delay=182, md5=0e7e7f6db779f39dfd615fec764de3db
Unknown Frame: size=13633, net_delay=169, decode_delay=2, encode_delay=12, total_delay=183, md5=2a652e1497cae03d9042a7e38a003005
Unknown Frame: size=15634, net_delay=168, decode_delay=3, encode_delay=12, total_delay=183, md5=eec6fcf6275b6f8dbe4ede2fcc93037b
Unknown Frame: size=14307, net_delay=167, decode_delay=3, encode_delay=11, total_delay=181, md5=541b40207ba53934e78227f402073b9c
Unknown Frame: size=18032, net_delay=165, decode_delay=2, encode_delay=12, total_delay=179, md5=b68b6af63fddd38aa9a6587b649d3a81
Unknown Frame: size=9292, net_delay=167, decode_delay=2, encode_delay=9, total_delay=178, md5=4c25879e96925de1367c9314fdb13285
Unknown Frame: size=7032, net_delay=165, decode_delay=2, encode_delay=10, total_delay=177, md5=667b182e44c83783363b9f2890b5ec9e
Unknown Frame: size=6356, net_delay=165, decode_delay=1, encode_delay=9, total_delay=175, md5=12ca61d30d6e97bad5f685478cda9c60
Unknown Frame: size=7142, net_delay=165, decode_delay=2, encode_delay=9, total_delay=176, md5=9dfbdb8c21c5e03453768ed1a91de600
Unknown Frame: size=7710, net_delay=164, decode_delay=2, encode_delay=9, total_delay=175, md5=d454931d60a55dc01f236b38d0dc3167
Unknown Frame: size=8436, net_delay=164, decode_delay=2, encode_delay=9, total_delay=175, md5=f292d68163b5a9ea6e0b64a5be44135e
Unknown Frame: size=6062, net_delay=164, decode_delay=1, encode_delay=9, total_delay=174, md5=73698c42bf2549fe12eab4d58c3bacce
Unknown Frame: size=8532, net_delay=163, decode_delay=2, encode_delay=9, total_delay=174, md5=39b8691021b36db6b56b099541d9ca01
Unknown Frame: size=11498, net_delay=162, decode_delay=1, encode_delay=10, total_delay=173, md5=33be0477dc197734b12d2fa4a569a314
Unknown Frame: size=14988, net_delay=161, decode_delay=2, encode_delay=10, total_delay=173, md5=6d63138474f8dc42b16eb5b30a207bce
Unknown Frame: size=10854, net_delay=159, decode_delay=2, encode_delay=9, total_delay=170, md5=1206d8c82655ebeb27c0678f101fa477
Unknown Frame: size=10192, net_delay=161, decode_delay=2, encode_delay=8, total_delay=171, md5=59f9e4066065ef6775ac4f7a846dbe29
Unknown Frame: size=10790, net_delay=158, decode_delay=2, encode_delay=10, total_delay=170, md5=7875ecb78a0e95c9e4a141ab227d929c
Unknown Frame: size=7623, net_delay=158, decode_delay=2, encode_delay=9, total_delay=169, md5=74b8478f449f0bcc2bdae9c839e45c65
Unknown Frame: size=9401, net_delay=159, decode_delay=1, encode_delay=9, total_delay=169, md5=ad5589dcf14da1f3d8fd5cb5b03a18b4
Unknown Frame: size=12374, net_delay=158, decode_delay=2, encode_delay=10, total_delay=170, md5=3ccaf4abf80c1c43091fef37665cd773
Unknown Frame: size=13151, net_delay=155, decode_delay=3, encode_delay=11, total_delay=169, md5=750ba71ce10b526fbb5a4a6c67f86acb
Unknown Frame: size=12717, net_delay=154, decode_delay=2, encode_delay=11, total_delay=167, md5=8b5c6f72ab68d7e683a9b0f9e8adc309
Unknown Frame: size=13339, net_delay=156, decode_delay=2, encode_delay=11, total_delay=169, md5=5b4f5ae3f15b381796e7555533c52ea7
Unknown Frame: size=9809, net_delay=156, decode_delay=2, encode_delay=9, total_delay=167, md5=987c12fd23e1850bcc4bac0374e6baa6
Unknown Frame: size=12133, net_delay=155, decode_delay=2, encode_delay=10, total_delay=167, md5=4b0688e663e25a3402937d0948ba856a
Unknown Frame: size=11776, net_delay=153, decode_delay=2, encode_delay=10, total_delay=165, md5=b9987470a8a50dfb54b3f04fecc59e12
Unknown Frame: size=14949, net_delay=152, decode_delay=2, encode_delay=10, total_delay=164, md5=f6e3e661cff936b4e4bd3d718bf4330f
Unknown Frame: size=11765, net_delay=154, decode_delay=2, encode_delay=9, total_delay=165, md5=cd2457e474c545bed2c759719d224870
Unknown Frame: size=9256, net_delay=153, decode_delay=1, encode_delay=8, total_delay=162, md5=038ecdcd13d78bfe02f8a780cfabe256
Unknown Frame: size=12445, net_delay=151, decode_delay=2, encode_delay=10, total_delay=163, md5=d45ef5d3ff176e94ea7dfb245d5adb3b
Unknown Frame: size=11556, net_delay=152, decode_delay=2, encode_delay=10, total_delay=164, md5=48e74eadf0928662489e02d182d5a6b6
Unknown Frame: size=12249, net_delay=150, decode_delay=2, encode_delay=10, total_delay=162, md5=2013522061e6d2e9f438f8a715006251
Unknown Frame: size=11498, net_delay=151, decode_delay=2, encode_delay=9, total_delay=162, md5=d6224597cc9b90abef35d94ac849c9e8
Unknown Frame: size=14037, net_delay=148, decode_delay=3, encode_delay=10, total_delay=161, md5=e330bc94da71fbdf2b68abd264e203ec
Unknown Frame: size=13745, net_delay=148, decode_delay=2, encode_delay=11, total_delay=161, md5=cb2585406981a0af0d13a79ba0410632
Unknown Frame: size=12830, net_delay=147, decode_delay=3, encode_delay=10, total_delay=160, md5=3f7f0cd72a9c198547999298cfc14f1f
Unknown Frame: size=13748, net_delay=147, decode_delay=2, encode_delay=10, total_delay=159, md5=5daeec5ee3d5f0cbbefeab432ba051c6
Unknown Frame: size=9869, net_delay=147, decode_delay=2, encode_delay=10, total_delay=159, md5=3926ce46e3409f4cd6d282044a1eb03d
Unknown Frame: size=10728, net_delay=146, decode_delay=2, encode_delay=10, total_delay=158, md5=90219734e45c2eeac6445febb2ee855f
Unknown Frame: size=14781, net_delay=145, decode_delay=2, encode_delay=10, total_delay=157, md5=6db56d0cf0244af713c6a1b31d00aa30
Unknown Frame: size=14477, net_delay=146, decode_delay=2, encode_delay=10, total_delay=158, md5=9d9f776e40d96ccf71f452eb747da65d
Unknown Frame: size=13564, net_delay=144, decode_delay=2, encode_delay=10, total_delay=156, md5=664acb97efaa98ce20e383fd232c403b
Unknown Frame: size=12546, net_delay=145, decode_delay=2, encode_delay=9, total_delay=156, md5=101a0063a56b17d3330126a5b1f7e4ab
Unknown Frame: size=13512, net_delay=144, decode_delay=2, encode_delay=9, total_delay=155, md5=e311fa57a935d915a9cc96cc4fed4c74
Unknown Frame: size=13489, net_delay=143, decode_delay=3, encode_delay=10, total_delay=156, md5=4a0fe1156ed5a02fd98942a3817ab8cf
Unknown Frame: size=12312, net_delay=142, decode_delay=2, encode_delay=10, total_delay=154, md5=d7cbb831d63a1610d66d38e6b9ae56a0
