Frame not received: Unknown Frame: size=41216, net_delay=None, decode_delay=None, encode_delay=38, total_delay=None, md5=4e97ea269d9c3787edd1e943eb9944a2
Unknown Frame: size=16346, net_delay=167, decode_delay=3, encode_delay=8, total_delay=178, md5=73cb3d20fbd4fea15733a2a63d5623fb
Unknown Frame: size=31799, net_delay=164, decode_delay=5, encode_delay=11, total_delay=180, md5=adab597ca8ad7ecaedf91092de43e464
Unknown Frame: size=15523, net_delay=167, decode_delay=3, encode_delay=7, total_delay=177, md5=46cb801ae0d14a4673f0cef8a4380520
Unknown Frame: size=21914, net_delay=162, decode_delay=4, encode_delay=11, total_delay=177, md5=60452b3e3c165a270f639da4e8acced0
Unknown Frame: size=23682, net_delay=161, decode_delay=4, encode_delay=11, total_delay=176, md5=c05a5a7326f577912cf42dcd574a2821
Unknown Frame: size=26146, net_delay=160, decode_delay=5, encode_delay=11, total_delay=176, md5=be4a2901086e39f61df975f6365a6105
Unknown Frame: size=15881, net_delay=160, decode_delay=3, encode_delay=10, total_delay=173, md5=66d431a5ab81f53a0f9417ab48a4a728
Unknown Frame: size=24930, net_delay=157, decode_delay=4, encode_delay=12, total_delay=173, md5=bb05d476a8ae019960fdc1a210ebb28f
Unknown Frame: size=22729, net_delay=157, decode_delay=3, encode_delay=11, total_delay=171, md5=f03f1f9fca47920db4a8e6eeb1a60276
Unknown Frame: size=19301, net_delay=156, decode_delay=4, encode_delay=10, total_delay=170, md5=3cec85918e83ec520a7cfba80b16700f
Unknown Frame: size=19618, net_delay=155, decode_delay=4, encode_delay=10, total_delay=169, md5=5f794efb4e81af04f993b647913bd955
Unknown Frame: size=19597, net_delay=155, decode_delay=4, encode_delay=10, total_delay=169, md5=9b7c7037dca52a5b3866012afceba99e
Unknown Frame: size=23886, net_delay=154, decode_delay=4, encode_delay=11, total_delay=169, md5=67b53b61193d34dad620d38f2c35b3c4
Unknown Frame: size=23786, net_delay=153, decode_delay=4, encode_delay=11, total_delay=168, md5=a9e01907033b001cd12f0f8c72599af5
Unknown Frame: size=22006, net_delay=152, decode_delay=4, encode_delay=11, total_delay=167, md5=dd9d120fa7ed5db1c813cfaa1480a05a
Unknown Frame: size=27785, net_delay=151, decode_delay=5, encode_delay=12, total_delay=168, md5=f1cc2822466f7bc1d519d007073a4144
Unknown Frame: size=35270, net_delay=149, decode_delay=6, encode_delay=14, total_delay=169, md5=304cfc8a5d92ef12b1aaacab725c7919
Unknown Frame: size=29517, net_delay=151, decode_delay=5, encode_delay=12, total_delay=168, md5=ce331d86696598a028cfd70500f008be
Unknown Frame: size=31884, net_delay=151, decode_delay=5, encode_delay=12, total_delay=168, md5=fa58482972f1b8f3dd97a1ab1b8e6416
Unknown Frame: size=27043, net_delay=153, decode_delay=4, encode_delay=11, total_delay=168, md5=800732e9f8975278f1a4ceeb6dbb03eb
Unknown Frame: size=26777, net_delay=150, decode_delay=4, encode_delay=12, total_delay=166, md5=185454d6bc86d22d45d83e617e68df6f
Unknown Frame: size=27732, net_delay=150, decode_delay=5, encode_delay=12, total_delay=167, md5=4b2032fcd92486f246e17a471d666a55
Unknown Frame: size=30711, net_delay=151, decode_delay=4, encode_delay=12, total_delay=167, md5=af6eb297895f573944f80ec67299c23b
Unknown Frame: size=30977, net_delay=151, decode_delay=5, encode_delay=12, total_delay=168, md5=8f29d8500e465ab1496d5e03536e54e3
Unknown Frame: size=22657, net_delay=151, decode_delay=4, encode_delay=11, total_delay=166, md5=30b7656da864a03b89f8fde2b7dddd9c
Unknown Frame: size=20855, net_delay=152, decode_delay=3, encode_delay=11, total_delay=166, md5=985f582b90e2951facfa6584cda6fa30
Unknown Frame: size=30405, net_delay=152, decode_delay=4, encode_delay=12, total_delay=168, md5=1b25e994e38370bfc461cf4c83110aee
Unknown Frame: size=18933, net_delay=151, decode_delay=3, encode_delay=11, total_delay=165, md5=024c404b0255d03788fe589389a78c53
Unknown Frame: size=30208, net_delay=151, decode_delay=5, encode_delay=13, total_delay=169, md5=175e63c59a03d572fe0b5121a4b57891
Unknown Frame: size=32213, net_delay=152, decode_delay=5, encode_delay=13, total_delay=170, md5=1099c586fba63dd54cfd1a7c6e34acbc
Unknown Frame: size=24827, net_delay=152, decode_delay=5, encode_delay=12, total_delay=169, md5=39aedd4f4d469326b43aadb428e2c928
Unknown Frame: size=27708, net_delay=153, decode_delay=4, encode_delay=12, total_delay=169, md5=a4f32b59422073ab1dc1ab3e5463fb5d
Unknown Frame: size=26148, net_delay=154, decode_delay=5, encode_delay=12, total_delay=171, md5=291049a45c2451a4c025622747a35ad7
Unknown Frame: size=30156, net_delay=171, decode_delay=5, encode_delay=13, total_delay=189, md5=5c1cf0df0b0279eb9ac2ce9cd574628f
Unknown Frame: size=26190, net_delay=195, decode_delay=5, encode_delay=12, total_delay=212, md5=22df1b0d4c92993733e4303137096d62
Unknown Frame: size=27967, net_delay=225, decode_delay=4, encode_delay=11, total_delay=240, md5=693b50c17809478fcac7b870333346fa
Unknown Frame: size=31485, net_delay=259, decode_delay=5, encode_delay=13, total_delay=277, md5=c5b3e69af0589307d90751e8efa5e4c9
Unknown Frame: size=38902, net_delay=313, decode_delay=6, encode_delay=14, total_delay=333, md5=0f91f4859d331b834cf2b75e142e49c4
Unknown Frame: size=28250, net_delay=342, decode_delay=5, encode_delay=13, total_delay=360, md5=0067556ca35e0d99be176f67ae837b6b
Unknown Frame: size=27317, net_delay=369, decode_delay=5, encode_delay=11, total_delay=385, md5=d3a31f59b3e1911fd28ac8bec97a420a
Unknown Frame: size=24485, net_delay=388, decode_delay=4, encode_delay=12, total_delay=404, md5=71408c77e3d03c2ccb945dfc925741d2
Unknown Frame: size=26911, net_delay=414, decode_delay=5, encode_delay=12, total_delay=431, md5=19ae5708e8675b05fea4d06328b678d7
Unknown Frame: size=23210, net_delay=434, decode_delay=4, encode_delay=11, total_delay=449, md5=85871aba554559deef29f2705b68f24e
Unknown Frame: size=29465, net_delay=463, decode_delay=4, encode_delay=12, total_delay=479, md5=157201e88d26f0a02605184e8d2c3cf3
Unknown Frame: size=29319, net_delay=494, decode_delay=5, encode_delay=12, total_delay=511, md5=3cf0cdb52b268f5e05084d249b12cbdd
Unknown Frame: size=32309, net_delay=533, decode_delay=5, encode_delay=12, total_delay=550, md5=1a77a730f046f9726b8a185b48de5ee9
Unknown Frame: size=25639, net_delay=558, decode_delay=4, encode_delay=11, total_delay=573, md5=ca6aa0d725789ec436dc2dd72e3696a5
Unknown Frame: size=35276, net_delay=599, decode_delay=5, encode_delay=14, total_delay=618, md5=854ea91cb2e3af68a44ab3144eb09486
Unknown Frame: size=18913, net_delay=574, decode_delay=4, encode_delay=10, total_delay=588, md5=90dba3ef99e78a2b3b3b670258b0cef9
Unknown Frame: size=29907, net_delay=573, decode_delay=5, encode_delay=13, total_delay=591, md5=fad847cc045b93ca4e41e63b82b8ef08
Unknown Frame: size=32825, net_delay=506, decode_delay=5, encode_delay=14, total_delay=525, md5=589153356569d6b1894104ea18d47a50
Unknown Frame: size=31370, net_delay=507, decode_delay=5, encode_delay=13, total_delay=525, md5=ab1073c865261b0dfa6b08c1248de0fa
Unknown Frame: size=33926, net_delay=513, decode_delay=6, encode_delay=14, total_delay=533, md5=b1797cf3e909fb8141fd695648db5d08
Unknown Frame: size=53530, net_delay=423, decode_delay=7, encode_delay=18, total_delay=448, md5=970a7dae364189ccf67542a913c4083a
Unknown Frame: size=37402, net_delay=272, decode_delay=5, encode_delay=16, total_delay=293, md5=dfeae6295df303ef571b0269ede43408
Unknown Frame: size=40575, net_delay=272, decode_delay=7, encode_delay=17, total_delay=296, md5=97866db331dbd54831992dfa644b011c
Unknown Frame: size=32119, net_delay=271, decode_delay=5, encode_delay=15, total_delay=291, md5=5132b0e25f34581139c80a5c5ee384d5
Unknown Frame: size=21813, net_delay=268, decode_delay=4, encode_delay=14, total_delay=286, md5=c5871ed5e9c42d4cfe6d7e000230c199
Unknown Frame: size=14469, net_delay=270, decode_delay=3, encode_delay=10, total_delay=283, md5=3fc3f870b9ac6689f477ec7a6ece8cef
Unknown Frame: size=19725, net_delay=268, decode_delay=4, encode_delay=13, total_delay=285, md5=070badcee1b782db3703aea6e6b4447b
Unknown Frame: size=13912, net_delay=266, decode_delay=4, encode_delay=10, total_delay=280, md5=d23145e8af9b6b0e48a398a73b3d2889
Unknown Frame: size=15105, net_delay=267, decode_delay=3, encode_delay=11, total_delay=281, md5=ba5e7d7d3319c8a3691fccab54456373
Unknown Frame: size=19925, net_delay=265, decode_delay=4, encode_delay=12, total_delay=281, md5=36b4645c05edd24fa2b08861853fa318
Unknown Frame: size=16198, net_delay=264, decode_delay=3, encode_delay=11, total_delay=278, md5=a0c82bfd11fc539cd7c5b3bc8c6d0b42
Unknown Frame: size=16286, net_delay=263, decode_delay=3, encode_delay=12, total_delay=278, md5=e4f2e101a8a90438620c5ff20cd09903
Unknown Frame: size=19079, net_delay=264, decode_delay=3, encode_delay=12, total_delay=279, md5=d19c63b95e53e416875ec95f7541148f
Unknown Frame: size=19420, net_delay=262, decode_delay=4, encode_delay=12, total_delay=278, md5=86360cf09bacd30b6e7feea6d28a0e87
Unknown Frame: size=13502, net_delay=264, decode_delay=3, encode_delay=10, total_delay=277, md5=0999b3f810ba2b9d3272d687be89d0b7
Unknown Frame: size=14475, net_delay=264, decode_delay=3, encode_delay=10, total_delay=277, md5=e4f7c7d5f363d659e9195a33140bfdc0
Unknown Frame: size=18653, net_delay=262, decode_delay=4, encode_delay=12, total_delay=278, md5=46c8f0cbd4a3dcbc96ef96de5cf6b23e
Unknown Frame: size=17875, net_delay=263, decode_delay=4, encode_delay=11, total_delay=278, md5=137bb4e2610335ff69e182e4745ad58d
Unknown Frame: size=20094, net_delay=263, decode_delay=4, encode_delay=12, total_delay=279, md5=050d4eca3314ed62e284632099098829
Unknown Frame: size=13535, net_delay=265, decode_delay=3, encode_delay=10, total_delay=278, md5=694416f2f6b93c1bfe87e93270773eaf
Unknown Frame: size=17014, net_delay=265, decode_delay=3, encode_delay=11, total_delay=279, md5=d5e484707ffce411ebaa341aed0ad5c7
Unknown Frame: size=13627, net_delay=264, decode_delay=3, encode_delay=11, total_delay=278, md5=2c108b9a3b8e61be4d9eb488ffbb9f49
Unknown Frame: size=12952, net_delay=265, decode_delay=3, encode_delay=11, total_delay=279, md5=b437c39e062957dfef15fc5952892746
Unknown Frame: size=7740, net_delay=266, decode_delay=2, encode_delay=9, total_delay=277, md5=5100c4dc928449c201d7c18758ca3f97
Unknown Frame: size=9213, net_delay=265, decode_delay=2, encode_delay=9, total_delay=276, md5=bf1d8b956108d90ab168d12a9445ca3b
Unknown Frame: size=10014, net_delay=266, decode_delay=2, encode_delay=9, total_delay=277, md5=51cd61a30bc83de4d1bdd44318d83414
Unknown Frame: size=11386, net_delay=262, decode_delay=3, encode_delay=10, total_delay=275, md5=a76aa68fbd0d8009364bd753d8def877
Unknown Frame: size=10727, net_delay=262, decode_delay=3, encode_delay=10, total_delay=275, md5=7e7fb4d9d3272cbd65eaee6388e6628b
Unknown Frame: size=8259, net_delay=263, decode_delay=2, encode_delay=9, total_delay=274, md5=5314bc23a0971a48e7f522f003f4226f
Unknown Frame: size=7744, net_delay=262, decode_delay=2, encode_delay=8, total_delay=272, md5=9a253f02efca0d385301adca3afa80cb
Unknown Frame: size=14850, net_delay=258, decode_delay=3, encode_delay=11, total_delay=272, md5=c1fe5a1b561bf35b66fc1ff1b6bb6ebf
Unknown Frame: size=9861, net_delay=257, decode_delay=3, encode_delay=9, total_delay=269, md5=f6b86e932be6f077fc017cf3f33dc2d5
Unknown Frame: size=8873, net_delay=254, decode_delay=2, encode_delay=9, total_delay=265, md5=e4deec2526fb48000d6d5b22c00bc207
Unknown Frame: size=10637, net_delay=253, decode_delay=3, encode_delay=9, total_delay=265, md5=1d6d003b085ac2de5146083fca1e57b7
Unknown Frame: size=9503, net_delay=250, decode_delay=3, encode_delay=9, total_delay=262, md5=74c9741747c307455d646684c0555290
Unknown Frame: size=8662, net_delay=248, decode_delay=2, encode_delay=9, total_delay=259, md5=8b180c9788f667df5938974d63bd303b
Unknown Frame: size=7934, net_delay=246, decode_delay=2, encode_delay=9, total_delay=257, md5=d972308f3c9596c0c2c82c4711d5b3b2
Unknown Frame: size=8582, net_delay=244, decode_delay=3, encode_delay=9, total_delay=256, md5=40846b6ade4ca1c103e9244bae4bb258
Unknown Frame: size=12956, net_delay=243, decode_delay=3, encode_delay=9, total_delay=255, md5=7c6341eaccbbe035051e987a9d2467f1
Unknown Frame: size=6770, net_delay=243, decode_delay=1, encode_delay=8, total_delay=252, md5=7ad6d8e71bbb75fbaacf2af9fe14f5d6
Unknown Frame: size=8238, net_delay=242, decode_delay=2, encode_delay=7, total_delay=251, md5=3d263ea69121beaa336867c0e935119d
Unknown Frame: size=7712, net_delay=241, decode_delay=2, encode_delay=6, total_delay=249, md5=b0e146adf191e8e194276b2aa9808a8d
Unknown Frame: size=10101, net_delay=239, decode_delay=3, encode_delay=9, total_delay=251, md5=cdb4930af7edded863de4dd99a7d3372
Unknown Frame: size=8480, net_delay=238, decode_delay=2, encode_delay=8, total_delay=248, md5=d89cf989c93e01f6865add44aafb32fe
Unknown Frame: size=9741, net_delay=236, decode_delay=3, encode_delay=9, total_delay=248, md5=37503dbe1986e890408d8009cafda057
Unknown Frame: size=11796, net_delay=234, decode_delay=3, encode_delay=10, total_delay=247, md5=62e432471edc614e0f23f447ebb02999
Unknown Frame: size=9258, net_delay=235, decode_delay=2, encode_delay=9, total_delay=246, md5=d3dd2b941c98e77787aa5a3c5e1b7b6a
Unknown Frame: size=12394, net_delay=228, decode_delay=3, encode_delay=13, total_delay=244, md5=876979ad2e60acac82b246f4281d77bc
Unknown Frame: size=17402, net_delay=225, decode_delay=4, encode_delay=12, total_delay=241, md5=14e471a077fd6f688bc7e3d8e846b932
Unknown Frame: size=12259, net_delay=224, decode_delay=3, encode_delay=11, total_delay=238, md5=7caf5e7f1fa72b042a5cf2e1e965575e
Unknown Frame: size=10767, net_delay=223, decode_delay=3, encode_delay=11, total_delay=237, md5=50f5ad58ae2061fdb31a0b9b565b0101
Unknown Frame: size=8053, net_delay=224, decode_delay=2, encode_delay=10, total_delay=236, md5=7e387d86d4936e1011be46090d5d7aeb
Unknown Frame: size=8832, net_delay=220, decode_delay=2, encode_delay=11, total_delay=233, md5=2402d0ccd1eb7c0c6080e47f42de3215
Unknown Frame: size=6884, net_delay=221, decode_delay=2, encode_delay=10, total_delay=233, md5=7bf4a18e7450070d07a577f242bf3b4f
Unknown Frame: size=6069, net_delay=220, decode_delay=2, encode_delay=10, total_delay=232, md5=c069cb4d9e9b48d0aef7c7bf581b3cf2
Unknown Frame: size=4993, net_delay=220, decode_delay=2, encode_delay=9, total_delay=231, md5=fb91228b90a553311230bd25f186b750
Unknown Frame: size=5596, net_delay=217, decode_delay=2, encode_delay=10, total_delay=229, md5=14fa0b21fcfe3daf4362b282bd37765f
Unknown Frame: size=4267, net_delay=217, decode_delay=2, encode_delay=9, total_delay=228, md5=013e929034c516a41a441a2cc155e334
Unknown Frame: size=5012, net_delay=215, decode_delay=2, encode_delay=9, total_delay=226, md5=5fe728ae2a20105b674e65fb2c4afb06
Unknown Frame: size=8588, net_delay=213, decode_delay=2, encode_delay=11, total_delay=226, md5=b7343030b2ac092696a2538c78719e6a
Unknown Frame: size=8502, net_delay=211, decode_delay=3, encode_delay=11, total_delay=225, md5=c751441e1ba920e1ead738f5feec3bad
Unknown Frame: size=7120, net_delay=211, decode_delay=2, encode_delay=10, total_delay=223, md5=2468aa1cae7d2569a449efce636882a1
Unknown Frame: size=8339, net_delay=205, decode_delay=2, encode_delay=14, total_delay=221, md5=30a3244e39bbb9c0c2050cbc943ffe34
Unknown Frame: size=5044, net_delay=209, decode_delay=2, encode_delay=9, total_delay=220, md5=2d6eeb19694e357bc64b0a1aa7e9d4b4
Unknown Frame: size=5462, net_delay=207, decode_delay=2, encode_delay=9, total_delay=218, md5=ef572ec1f549a62efc50b711e57ebfd4
Unknown Frame: size=6348, net_delay=206, decode_delay=2, encode_delay=9, total_delay=217, md5=295c3dfe8e78347c0d0a48de40e28a24
Unknown Frame: size=6141, net_delay=205, decode_delay=2, encode_delay=10, total_delay=217, md5=9936f44a07b33301859694dbd8868dcd
Unknown Frame: size=5591, net_delay=204, decode_delay=2, encode_delay=9, total_delay=215, md5=2d4dfbdbec40e7f75514ecbab5f65517
Unknown Frame: size=8599, net_delay=204, decode_delay=2, encode_delay=9, total_delay=215, md5=0e66a5326b8e2d31fcf907c6354288e6
Unknown Frame: size=5454, net_delay=203, decode_delay=2, encode_delay=8, total_delay=213, md5=db068ac74899aba1c86c6e2552e33aec
Unknown Frame: size=5856, net_delay=202, decode_delay=2, encode_delay=9, total_delay=213, md5=4321ef4fc0e9a34c1e2dea5636f9461f
Unknown Frame: size=8672, net_delay=203, decode_delay=2, encode_delay=9, total_delay=214, md5=9e199fa353ff9a317715c3abe4165953
Unknown Frame: size=8431, net_delay=199, decode_delay=3, encode_delay=9, total_delay=211, md5=7f9df733b09cd02b9a90bbf2e572d3a1
Unknown Frame: size=10071, net_delay=198, decode_delay=3, encode_delay=9, total_delay=210, md5=8a4d27e824adaba59a3181beef18af36
Unknown Frame: size=6444, net_delay=199, decode_delay=2, encode_delay=9, total_delay=210, md5=da1a614875d5acc1264ec1a102923b9a
Unknown Frame: size=9357, net_delay=196, decode_delay=2, encode_delay=10, total_delay=208, md5=6ef4e26525648f557932f09469673f5b
Unknown Frame: size=9199, net_delay=197, decode_delay=2, encode_delay=9, total_delay=208, md5=ac203d37385efe4d78ee1dd268dd2d30
Unknown Frame: size=8812, net_delay=196, decode_delay=2, encode_delay=9, total_delay=207, md5=5750181492610e9c0c5e854e01c7244f
Unknown Frame: size=14787, net_delay=191, decode_delay=3, encode_delay=12, total_delay=206, md5=b0d87791722c9dac588f242d98afd72a
Unknown Frame: size=15617, net_delay=192, decode_delay=3, encode_delay=12, total_delay=207, md5=914a8e2abfffd7a648fffafb6bb86666
Unknown Frame: size=11056, net_delay=191, decode_delay=3, encode_delay=10, total_delay=204, md5=263ecb1563b295cfeb73c19d259dac94
Unknown Frame: size=11863, net_delay=191, decode_delay=3, encode_delay=10, total_delay=204, md5=9541642e10bee3720c5abcfa0f7db662
Unknown Frame: size=9773, net_delay=191, decode_delay=2, encode_delay=9, total_delay=202, md5=c66599790419f8e0fcd3012c261a0576
Unknown Frame: size=13321, net_delay=188, decode_delay=3, encode_delay=11, total_delay=202, md5=a337542a7e98328bb7caaa60c3cd423a
Unknown Frame: size=12761, net_delay=187, decode_delay=3, encode_delay=11, total_delay=201, md5=3443e4f07869f1812512d1a2fb31299c
Unknown Frame: size=12269, net_delay=186, decode_delay=3, encode_delay=10, total_delay=199, md5=ae6b0bf3f6f2966e8b1e95e3f691df63
Unknown Frame: size=10305, net_delay=185, decode_delay=3, encode_delay=10, total_delay=198, md5=c6780080b825a1c405be8dad9610fbf5
Unknown Frame: size=8760, net_delay=185, decode_delay=3, encode_delay=10, total_delay=198, md5=70822497a77da47aa476ba7a8d8481f1
Unknown Frame: size=7748, net_delay=185, decode_delay=3, encode_delay=9, total_delay=197, md5=70de9b988fdb0bcca6471c346fc57396
Unknown Frame: size=8696, net_delay=185, decode_delay=2, encode_delay=9, total_delay=196, md5=61bfdcdda62b21e737e4998016f2501a
Unknown Frame: size=9446, net_delay=184, decode_delay=3, encode_delay=9, total_delay=196, md5=8395767ef8cd891b1d34040e06126836
Unknown Frame: size=12390, net_delay=183, decode_delay=3, encode_delay=9, total_delay=195, md5=4802722f1d6eccdce9ba16005fc51677
Unknown Frame: size=12773, net_delay=180, decode_delay=3, encode_delay=11, total_delay=194, md5=56dbb5a6c3cbcab54e182c364ec4af57
Unknown Frame: size=12017, net_delay=179, decode_delay=3, encode_delay=11, total_delay=193, md5=02c32702da3db2c0dd4dd96af86e0131
Unknown Frame: size=11795, net_delay=178, decode_delay=3, encode_delay=11, total_delay=192, md5=0b8292b9dfba1146bcd65764d4954dc7
